activity_description_id,activity_detail_id,activity_detail_name,activity_type_id,cluster_id
integrated_management_childhood_illness_imci_under_5_age_mch,pnemuonia,Pneumonia,mch,health
integrated_management_childhood_illness_imci_under_5_age_mch,malaria,Malaria,mch,health
evaluation_pdm,response_cholera,Cholera Response,evaluation,wash
integrated_management_childhood_illness_imci_under_5_age_mch,measles,Measles,mch,health
integrated_management_childhood_illness_imci_under_5_age_mch,malnutrition,Malnutrition,mch,health
winterization_package_blankets,regular,Regular Activity,standard_winterization_packages_blankets_clothing_heating,esnfi
winterization_package_blankets,response_covid19,COVID-19 Response,standard_winterization_packages_blankets_clothing_heating,esnfi
winterization_package_winter_clothing_kit,regular,Regular Activity,standard_winterization_packages_blankets_clothing_heating,esnfi
winterization_package_heating_fuel,regular,Regular Activity,standard_winterization_packages_blankets_clothing_heating,esnfi
winterization_package_heating_fuel,response_covid19,COVID-19 Response,standard_winterization_packages_blankets_clothing_heating,esnfi
winterization_package_winter_clothing_kit,response_covid19,COVID-19 Response,standard_winterization_packages_blankets_clothing_heating,esnfi
hand_dug_well_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
hand_dug_well_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
borehole_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
borehole_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
piped_water_network_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
piped_water_network_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
rainwater_system_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
rainwater_system_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
shallow_well_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
shallow_well_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
reverse_osmosis_system_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
reverse_osmosis_system_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
solar_pumping_system_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
gravity_fed_water_system_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
solar_pumping_system_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
gravity_fed_water_system_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_kiosk_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_kiosk_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_quality_testing,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_supply_community_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_supply_health_facility_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_supply_school_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_tank_new,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_supply_community_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_supply_health_facility_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_supply_school_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_tank_rehab,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_tankering,regular_life_saving,Regular Activity (Life Saving Response),water,wash
education_water,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_treatment,regular_life_saving,Regular Activity (Life Saving Response),water,wash
water_filtration,regular_life_saving,Regular Activity (Life Saving Response),water,wash
latrine_stalls_communal_new,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
latrine_stalls_school_new,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
piped_extension,regular_life_saving,Regular Activity (Life Saving Response),water,wash
latrine_stalls_household_new,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
latrine_stalls_health_facility_new,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
latrine_stalls_communal_rehab,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
latrine_stalls_household_rehab,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
latrine_stalls_health_facility_rehab,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
latrine_stalls_desludged,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
latrine_stalls_decommissioned,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
latrine_stalls_school_rehab,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
latrine_cleaning_kit,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
sewer_line_new,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
septic_tank_rehab,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
sewer_line_rehab,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
solid_waste_management,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
drainage_provision,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
education_vector_control_awareness,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
washing_facilities_new,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
washing_facilities_rehab,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
education_hygiene_promotion_household_community,regular_life_saving,Regular Activity (Life Saving Response),hygiene,wash
education_hygiene_promotion_school,regular_life_saving,Regular Activity (Life Saving Response),hygiene,wash
hygiene_promotion_health_facilities,regular_life_saving,Regular Activity (Life Saving Response),hygiene,wash
septic_tank_new,regular_life_saving,Regular Activity (Life Saving Response),sanitation,wash
hand_washing_facilities_new,regular_life_saving,Regular Activity (Life Saving Response),hygiene,wash
disinfection_common_places_chlorine,regular_life_saving,Regular Activity (Life Saving Response),hygiene,wash
assessment_wash_school,regular_life_saving,Regular Activity (Life Saving Response),assessment,wash
assessment_wash_health_facility,regular_life_saving,Regular Activity (Life Saving Response),assessment,wash
assessment_wash_community,regular_life_saving,Regular Activity (Life Saving Response),assessment,wash
evaluation_baseline,regular_life_saving,Regular Activity (Life Saving Response),evaluation,wash
hand_washing_facilities_rehab,regular_life_saving,Regular Activity (Life Saving Response),hygiene,wash
evaluation_endline,regular_life_saving,Regular Activity (Life Saving Response),evaluation,wash
evaluation_pdm,regular_life_saving,Regular Activity (Life Saving Response),evaluation,wash
evaluation_crm,regular_life_saving,Regular Activity (Life Saving Response),evaluation,wash
evaluation_results_monitoring,regular_life_saving,Regular Activity (Life Saving Response),evaluation,wash
evaluation_kap,regular_life_saving,Regular Activity (Life Saving Response),evaluation,wash
evaluation_kii,regular_life_saving,Regular Activity (Life Saving Response),evaluation,wash
evaluation_csi,regular_life_saving,Regular Activity (Life Saving Response),evaluation,wash
evaluation_fgd,regular_life_saving,Regular Activity (Life Saving Response),evaluation,wash
gbv_risk_discussion_with_female_before_assistance,regular_life_saving,Regular Activity (Life Saving Response),wash_gbv_mitigation,wash
covid-19_mitigation_measures_in_placed,regular_life_saving,Regular Activity (Life Saving Response),accountability_quality_assurance,wash
receipt_for_technical_quality_assurance_by_the_authorities,regular_life_saving,Regular Activity (Life Saving Response),accountability_quality_assurance,wash
using_the_wash_gbv_checklist,regular_life_saving,Regular Activity (Life Saving Response),wash_gbv_mitigation,wash
assistance_through_cash_distribution,regular_life_saving,Regular Activity (Life Saving Response),cash_voucher,wash
assistance_through_voucher_distribution,regular_life_saving,Regular Activity (Life Saving Response),cash_voucher,wash
family_hygiene_kits_distributed,regular_life_saving,Regular Activity (Life Saving Response),wash_supplies,wash
wash_package_kit_distribution,regular_life_saving,Regular Activity (Life Saving Response),wash_supplies,wash
psea_focal_points_available,regular_life_saving,Regular Activity (Life Saving Response),wash_psea,wash
hand_dug_well_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
family_water_kit_distribution,regular_life_saving,Regular Activity (Life Saving Response),wash_supplies,wash
hand_dug_well_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
borehole_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
borehole_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
piped_water_network_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
piped_water_network_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
rainwater_system_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
shallow_well_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
shallow_well_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
reverse_osmosis_system_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
reverse_osmosis_system_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
gravity_fed_water_system_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
solar_pumping_system_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
gravity_fed_water_system_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
solar_pumping_system_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
piped_extension,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_kiosk_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
rainwater_system_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_kiosk_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_supply_community_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_quality_testing,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_supply_school_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_supply_health_facility_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_supply_community_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_tank_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_supply_school_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_tank_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_supply_health_facility_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
education_water,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_treatment,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
water_tankering,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
latrine_stalls_communal_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_school_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
water_filtration,regular_resilience,Regular Activity (Resilience/ Sustainability Response),water,wash
latrine_stalls_health_facility_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_communal_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_household_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_household_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_health_facility_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_school_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_decommissioned,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
latrine_cleaning_kit,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
septic_tank_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
sewer_line_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_desludged,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
sewer_line_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
solid_waste_management,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
drainage_provision,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
education_vector_control_awareness,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
septic_tank_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
washing_facilities_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
education_hygiene_promotion_household_community,regular_resilience,Regular Activity (Resilience/ Sustainability Response),hygiene,wash
education_hygiene_promotion_school,regular_resilience,Regular Activity (Resilience/ Sustainability Response),hygiene,wash
hygiene_promotion_health_facilities,regular_resilience,Regular Activity (Resilience/ Sustainability Response),hygiene,wash
washing_facilities_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),sanitation,wash
hand_washing_facilities_rehab,regular_resilience,Regular Activity (Resilience/ Sustainability Response),hygiene,wash
disinfection_common_places_chlorine,regular_resilience,Regular Activity (Resilience/ Sustainability Response),hygiene,wash
assessment_wash_school,regular_resilience,Regular Activity (Resilience/ Sustainability Response),assessment,wash
assessment_wash_health_facility,regular_resilience,Regular Activity (Resilience/ Sustainability Response),assessment,wash
assessment_wash_community,regular_resilience,Regular Activity (Resilience/ Sustainability Response),assessment,wash
hand_washing_facilities_new,regular_resilience,Regular Activity (Resilience/ Sustainability Response),hygiene,wash
evaluation_baseline,regular_resilience,Regular Activity (Resilience/ Sustainability Response),evaluation,wash
evaluation_pdm,regular_resilience,Regular Activity (Resilience/ Sustainability Response),evaluation,wash
evaluation_endline,regular_resilience,Regular Activity (Resilience/ Sustainability Response),evaluation,wash
evaluation_crm,regular_resilience,Regular Activity (Resilience/ Sustainability Response),evaluation,wash
evaluation_results_monitoring,regular_resilience,Regular Activity (Resilience/ Sustainability Response),evaluation,wash
evaluation_kap,regular_resilience,Regular Activity (Resilience/ Sustainability Response),evaluation,wash
evaluation_kii,regular_resilience,Regular Activity (Resilience/ Sustainability Response),evaluation,wash
evaluation_csi,regular_resilience,Regular Activity (Resilience/ Sustainability Response),evaluation,wash
using_the_wash_gbv_checklist,regular_resilience,Regular Activity (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
evaluation_fgd,regular_resilience,Regular Activity (Resilience/ Sustainability Response),evaluation,wash
covid-19_mitigation_measures_in_placed,regular_resilience,Regular Activity (Resilience/ Sustainability Response),accountability_quality_assurance,wash
receipt_for_technical_quality_assurance_by_the_authorities,regular_resilience,Regular Activity (Resilience/ Sustainability Response),accountability_quality_assurance,wash
gbv_risk_discussion_with_female_before_assistance,regular_resilience,Regular Activity (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
assistance_through_voucher_distribution,regular_resilience,Regular Activity (Resilience/ Sustainability Response),cash_voucher,wash
family_water_kit_distribution,regular_resilience,Regular Activity (Resilience/ Sustainability Response),wash_supplies,wash
family_hygiene_kits_distributed,regular_resilience,Regular Activity (Resilience/ Sustainability Response),wash_supplies,wash
wash_package_kit_distribution,regular_resilience,Regular Activity (Resilience/ Sustainability Response),wash_supplies,wash
assistance_through_cash_distribution,regular_resilience,Regular Activity (Resilience/ Sustainability Response),cash_voucher,wash
hand_dug_well_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
hand_dug_well_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
borehole_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
borehole_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
piped_water_network_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
psea_focal_points_available,regular_resilience,Regular Activity (Resilience/ Sustainability Response),wash_psea,wash
rainwater_system_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
rainwater_system_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
shallow_well_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
shallow_well_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
piped_water_network_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
reverse_osmosis_system_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
gravity_fed_water_system_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
reverse_osmosis_system_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
solar_pumping_system_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
gravity_fed_water_system_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
solar_pumping_system_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
piped_extension,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_kiosk_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_quality_testing,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_kiosk_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_supply_health_facility_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_supply_school_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_tank_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_supply_community_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_supply_health_facility_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_supply_school_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_tank_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_tankering,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_supply_community_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
education_water,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_treatment,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
water_filtration,response_covid19_life_saving,COVID-19 Response (Life Saving Response),water,wash
latrine_stalls_communal_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
latrine_stalls_household_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
latrine_stalls_health_facility_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
latrine_stalls_school_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
latrine_stalls_communal_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
latrine_stalls_school_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
latrine_stalls_household_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
latrine_stalls_desludged,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
latrine_stalls_decommissioned,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
latrine_stalls_health_facility_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
septic_tank_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
sewer_line_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
septic_tank_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
latrine_cleaning_kit,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
solid_waste_management,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
drainage_provision,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
education_vector_control_awareness,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
washing_facilities_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
washing_facilities_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
sewer_line_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),sanitation,wash
education_hygiene_promotion_school,response_covid19_life_saving,COVID-19 Response (Life Saving Response),hygiene,wash
education_hygiene_promotion_household_community,response_covid19_life_saving,COVID-19 Response (Life Saving Response),hygiene,wash
hygiene_promotion_health_facilities,response_covid19_life_saving,COVID-19 Response (Life Saving Response),hygiene,wash
hand_washing_facilities_new,response_covid19_life_saving,COVID-19 Response (Life Saving Response),hygiene,wash
hand_washing_facilities_rehab,response_covid19_life_saving,COVID-19 Response (Life Saving Response),hygiene,wash
assessment_wash_school,response_covid19_life_saving,COVID-19 Response (Life Saving Response),assessment,wash
assessment_wash_health_facility,response_covid19_life_saving,COVID-19 Response (Life Saving Response),assessment,wash
assessment_wash_community,response_covid19_life_saving,COVID-19 Response (Life Saving Response),assessment,wash
evaluation_baseline,response_covid19_life_saving,COVID-19 Response (Life Saving Response),evaluation,wash
evaluation_endline,response_covid19_life_saving,COVID-19 Response (Life Saving Response),evaluation,wash
evaluation_pdm,response_covid19_life_saving,COVID-19 Response (Life Saving Response),evaluation,wash
evaluation_crm,response_covid19_life_saving,COVID-19 Response (Life Saving Response),evaluation,wash
evaluation_results_monitoring,response_covid19_life_saving,COVID-19 Response (Life Saving Response),evaluation,wash
disinfection_common_places_chlorine,response_covid19_life_saving,COVID-19 Response (Life Saving Response),hygiene,wash
evaluation_kap,response_covid19_life_saving,COVID-19 Response (Life Saving Response),evaluation,wash
evaluation_kii,response_covid19_life_saving,COVID-19 Response (Life Saving Response),evaluation,wash
evaluation_csi,response_covid19_life_saving,COVID-19 Response (Life Saving Response),evaluation,wash
using_the_wash_gbv_checklist,response_covid19_life_saving,COVID-19 Response (Life Saving Response),wash_gbv_mitigation,wash
gbv_risk_discussion_with_female_before_assistance,response_covid19_life_saving,COVID-19 Response (Life Saving Response),wash_gbv_mitigation,wash
covid-19_mitigation_measures_in_placed,response_covid19_life_saving,COVID-19 Response (Life Saving Response),accountability_quality_assurance,wash
receipt_for_technical_quality_assurance_by_the_authorities,response_covid19_life_saving,COVID-19 Response (Life Saving Response),accountability_quality_assurance,wash
assistance_through_cash_distribution,response_covid19_life_saving,COVID-19 Response (Life Saving Response),cash_voucher,wash
evaluation_fgd,response_covid19_life_saving,COVID-19 Response (Life Saving Response),evaluation,wash
assistance_through_voucher_distribution,response_covid19_life_saving,COVID-19 Response (Life Saving Response),cash_voucher,wash
family_water_kit_distribution,response_covid19_life_saving,COVID-19 Response (Life Saving Response),wash_supplies,wash
family_hygiene_kits_distributed,response_covid19_life_saving,COVID-19 Response (Life Saving Response),wash_supplies,wash
wash_package_kit_distribution,response_covid19_life_saving,COVID-19 Response (Life Saving Response),wash_supplies,wash
psea_focal_points_available,response_covid19_life_saving,COVID-19 Response (Life Saving Response),wash_psea,wash
hand_dug_well_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
hand_dug_well_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
borehole_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
piped_water_network_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
piped_water_network_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
rainwater_system_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
rainwater_system_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
borehole_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
shallow_well_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
shallow_well_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
reverse_osmosis_system_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
reverse_osmosis_system_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
gravity_fed_water_system_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
gravity_fed_water_system_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
solar_pumping_system_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
solar_pumping_system_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_kiosk_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
piped_extension,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_kiosk_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_quality_testing,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_supply_community_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_supply_school_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_tank_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_supply_health_facility_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_supply_health_facility_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_supply_school_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_tank_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_tankering,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_supply_community_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
education_water,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_treatment,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
water_filtration,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),water,wash
latrine_stalls_communal_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_school_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_health_facility_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_household_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_school_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_communal_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_health_facility_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_household_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_desludged,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
latrine_cleaning_kit,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_decommissioned,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
sewer_line_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
septic_tank_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
septic_tank_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
solid_waste_management,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
drainage_provision,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
education_vector_control_awareness,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
sewer_line_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
washing_facilities_rehab,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
education_hygiene_promotion_household_community,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),hygiene,wash
education_hygiene_promotion_school,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),hygiene,wash
washing_facilities_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),sanitation,wash
hand_washing_facilities_new,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),hygiene,wash
