activity_description_id,indicator_id,indicator_name
insumos_y_tecnologías_para_otras_atenciones_para_ssr_prevención_de_its_vih_hb_hc,"número_de_personal_local_de_salud_e_instituciones_de_salud_que_se_benefician_de_acciones_de_capacitación_y_o_equipamiento._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de personal local de salud e instituciones de salud que se benefician de acciones de capacitación y/o equipamiento. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
insumos_y_tecnologías_para_otras_atenciones_para_ssr_vbg,"número_de_personal_local_de_salud_e_instituciones_de_salud_que_se_benefician_de_acciones_de_capacitación_y_o_equipamiento._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de personal local de salud e instituciones de salud que se benefician de acciones de capacitación y/o equipamiento. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
insumos_y_tecnologías_para_otras_atenciones_para_ssr_ive,"número_de_personal_local_de_salud_e_instituciones_de_salud_que_se_benefician_de_acciones_de_capacitación_y_o_equipamiento._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de personal local de salud e instituciones de salud que se benefician de acciones de capacitación y/o equipamiento. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
insumos_y_tecnologías_para_otras_atenciones_para_salud_nutricional,"número_de_personal_local_de_salud_e_instituciones_de_salud_que_se_benefician_de_acciones_de_capacitación_y_o_equipamiento._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de personal local de salud e instituciones de salud que se benefician de acciones de capacitación y/o equipamiento. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
educación_en_salud,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_vbg,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_signos_y_señales_de_alarma,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_salud_ambiental,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_vacunación,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_control_de_vectores,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_ssr,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_salud_mental,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_estilos_de_vida_saludable,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_prevención_de_discriminación_o_xenofobia_y_trata_de_personas,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_orientación_en_rutas_de_atención,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
educación_en_salud_reducción_de_riesgo_en_salud,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
información_y_comunicación_en_salud,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._número_de_personas_que_recibieron_acciones_de_educación_información_en_salud_y_nutrición_de_manera_preventiva.,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - Número de personas que recibieron acciones de educación/información en salud y nutrición de manera preventiva.
gestión_y_atención_a_casos_de_personas_en_riesgo_necesidades_específicas,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._no_aplica,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - No aplica
acciones_de_protección_a_la_misión_médica,número_de_acciones_de_protección_no_aplica,Número de acciones de protección - No aplica
educación_en_emergencias_y_desastres,número_de_mujeres_y_hombres_victimas_de_la_violencia_y_o_desastres_que_se_benefician_de_los_servicios_de_salud._no_aplica,Número de mujeres y hombres victimas de la violencia y/o desastres que se benefician de los servicios de salud. - No aplica
actividades_para_mejorar_la_gestión_de_información_para_coordinación_y_toma_de_decisiones,"número_de_personal_local_de_salud_e_instituciones_de_salud_que_se_benefician_de_acciones_de_capacitación_y_o_equipamiento._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de personal local de salud e instituciones de salud que se benefician de acciones de capacitación y/o equipamiento. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
movilización_de_equipos_médicos_de_emergencia,"número_de_equipos_médicos_de_emergencia_movilizados_número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de equipos médicos de emergencia movilizados - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
notificación_de_eventos_de_interés_en_salud_pública,número_de_personal_local_de_salud_e_instituciones_de_salud_que_se_benefician_de_acciones_de_capacitación_y_o_equipamiento._número_de_personas_con_eventos_de_interés_en_salud_pública_priorizados_que_son_identificados_y_reportados_al_sistema_de_salud_local.,Número de personal local de salud e instituciones de salud que se benefician de acciones de capacitación y/o equipamiento. - Número de personas con eventos de interés en salud pública priorizados que son identificados y reportados al sistema de salud local.
vigilancia_epidemiológica_con_base_comunitaria,"número_de_personal_local_de_salud_e_instituciones_de_salud_que_se_benefician_de_acciones_de_capacitación_y_o_equipamiento._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de personal local de salud e instituciones de salud que se benefician de acciones de capacitación y/o equipamiento. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
"apoyo_a_la_gestión_de_salud_pública_zoonosis,_control_de_calidad_del_agua,_inocuidad_de_alimentos,_saneamiento_básico_y_acciones_de_salud_en_albergues","número_de_personal_local_de_salud_e_instituciones_de_salud_que_se_benefician_de_acciones_de_capacitación_y_o_equipamiento._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de personal local de salud e instituciones de salud que se benefician de acciones de capacitación y/o equipamiento. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
"apoyar_preparación_de_planes_de_emergencia_territorial_y_o_institucional_ante_fenómenos_de_violencia,_biológicos,_desastres_naturales,_migración,_radioactivos.","número_de_personal_local_de_salud_e_instituciones_de_salud_que_se_benefician_de_acciones_de_capacitación_y_o_equipamiento._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de personal local de salud e instituciones de salud que se benefician de acciones de capacitación y/o equipamiento. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
primer_respondiente_en_salud_y_acciones_de_salud_comunitaria,"número_de_personal_local_de_salud_e_instituciones_de_salud_que_se_benefician_de_acciones_de_capacitación_y_o_equipamiento._número_de_autoridades_territoriales_y_o_instituciones_de_salud_apoyadas_con_asistencia_técnica,_insumos,_talento_humano,_logística_o_infraestructura_para_la_atención_en_salud.","Número de personal local de salud e instituciones de salud que se benefician de acciones de capacitación y/o equipamiento. - Número de autoridades territoriales y/o instituciones de salud apoyadas con asistencia técnica, insumos, talento humano, logística o infraestructura para la atención en salud."
asistencia_alimentaria:_comida_servida,#_total_de_hombres_mujeres_niños_y_niñas_que_reciben_asistencia_alimentaria_en_especie_con_enfoque_étnico_diferencial.,"# Total de hombres, mujeres, niños y niñas que reciben asistencia alimentaria en especie con enfoque étnico diferencial."
asistencia_alimentaria:_mercados,#_total_de_hombres_mujeres_niños_y_niñas_que_reciben_asistencia_alimentaria_en_especie_con_enfoque_étnico_diferencial.,"# Total de hombres, mujeres, niños y niñas que reciben asistencia alimentaria en especie con enfoque étnico diferencial."
entrega_de_cash_a_beneficiarios,#_total_de_hombres_mujeres_niños_y_niñas_que_reciben_asistencia_alimentaria_en_vouchers_cash_con_enfoque_étnico_diferencial.,"# Total de hombres, mujeres, niños y niñas que reciben asistencia alimentaria en vouchers/cash con enfoque étnico diferencial."
asistencia_alimentaria:_kits_de_complemento_alimentario,#_total_de_hombres_mujeres_niños_y_niñas_que_reciben_asistencia_alimentaria_en_especie_con_enfoque_étnico_diferencial.,"# Total de hombres, mujeres, niños y niñas que reciben asistencia alimentaria en especie con enfoque étnico diferencial."
entrega_de_alimentos_en_la_modalidad_de_recuperación_voucher,#_total_de_hombres_mujeres_niños_y_niñas_que_reciben_asistencia_alimentaria_en_vouchers_cash_con_enfoque_étnico_diferencial.,"# Total de hombres, mujeres, niños y niñas que reciben asistencia alimentaria en vouchers/cash con enfoque étnico diferencial."
capacitación_en_uso_y_consumo_de_alimentos,#_total_de_hombres_mujeres_niños_y_niñas_que_reciben_fortalecimiento_de_capacidades_para_el_adecuado_uso_y_consumo_de_alimentos.,"# Total de hombres, mujeres, niños y niñas que reciben fortalecimiento de capacidades para el adecuado uso y consumo de alimentos."
entrega_de_kits_de_cocina,#_total_de_hombres_mujeres_niños_y_niñas_que_reciben_fortalecimiento_de_capacidades_para_el_adecuado_uso_y_consumo_de_alimentos.,"# Total de hombres, mujeres, niños y niñas que reciben fortalecimiento de capacidades para el adecuado uso y consumo de alimentos."
adecuación_y_construcción_de_espacios_colectivos,#_de_bienes_y_activos_reconstruidos_con_apoyo_de_asistencia_alimentaria__food_cash_vouchers_for_work.,# de bienes y activos reconstruidos con apoyo de asistencia alimentaria /food/cash/vouchers for work).
banco_de_alimentos_autoctonos,#_total_de_acciones_realizadas_que_rescataron_alimentos_autóctonos_regionales.,# Total de acciones realizadas que rescataron alimentos autóctonos regionales.
ferias_productivas_y_demostrativas_e_intercambios_de_saberes,#_total_de_acciones_realizadas_que_rescataron_alimentos_autóctonos_regionales.,# Total de acciones realizadas que rescataron alimentos autóctonos regionales.
"compras_locales_productos_autóctonos_semillas,etc_que_incentiven_el_rescate_y_uso",#_total_de_acciones_realizadas_que_rescataron_alimentos_autóctonos_regionales.,# Total de acciones realizadas que rescataron alimentos autóctonos regionales.
realización_de_valoraciones_nutricionales,#_de_hombres_mujeres_niños_niñas_que_acceden_a_programas_de_prevención_y_manejo_de_la_desnutrición.,"# de hombres, mujeres, niños, niñas que acceden a programas de prevención y manejo de la desnutrición."
remisión_de_casos_con_desnutrición,#_de_hombres_mujeres_niños_niñas_que_acceden_a_programas_de_prevención_y_manejo_de_la_desnutrición.,"# de hombres, mujeres, niños, niñas que acceden a programas de prevención y manejo de la desnutrición."
entrega_de_tratamientos_nutricionales_a_población_en_riesgo_de_desnutrición,#_de_hombres_mujeres_niños_niñas_que_acceden_a_programas_de_prevención_y_manejo_de_la_desnutrición.,"# de hombres, mujeres, niños, niñas que acceden a programas de prevención y manejo de la desnutrición."
seguimiento_de_casos,#_de_hombres_mujeres_niños_niñas_que_acceden_a_programas_de_prevención_y_manejo_de_la_desnutrición.,"# de hombres, mujeres, niños, niñas que acceden a programas de prevención y manejo de la desnutrición."
cualificación_de_agentes_institucionales_en_nutrición,#_de_agentes_comunitarios_y_prestadores_de_servicios_de_salud_hombres_y_mujeres_que_son_formados_en_manejo_de_la_desnutrición_aguda.,# de agentes comunitarios y prestadores de servicios de salud (hombres y mujeres) que son formados en manejo de la desnutrición aguda.
realización_de_proyectos_que_miden_el_estado_nutricional_exante_,#_de_proyectos_que_miden_el_estado_nutricional_y_el_impacto_de_las_acciones_con_la_toma_de_líneas_base.,# de proyectos que miden el estado nutricional y el impacto de las acciones con la toma de líneas base.
cualificacion_de_agentes_comunitarios_en_nutrición,#_de_agentes_comunitarios_y_prestadores_de_servicios_de_salud_hombres_y_mujeres_que_son_formados_en_manejo_de_la_desnutrición_aguda.,# de agentes comunitarios y prestadores de servicios de salud (hombres y mujeres) que son formados en manejo de la desnutrición aguda.
capacitación_en_promoción_de_la_lactancia,#_de_hombres_mujeres_niños_niñas_que_reciben_mensajes_de_sensibilización_y_cambios_de_comportamiento_en_prácticas_relacionadas_con_los_determinantes_de_la_malnutrición_tanto_déficit_como_exceso.,"# de hombres, mujeres, niños, niñas que reciben mensajes de sensibilización y cambios de comportamiento en prácticas relacionadas con los determinantes de la malnutrición (tanto déficit como exceso)."
capacitación_en_alimentación_saludable_y_temas_nutricionales,#_de_hombres_mujeres_niños_niñas_que_reciben_mensajes_de_sensibilización_y_cambios_de_comportamiento_en_prácticas_relacionadas_con_los_determinantes_de_la_malnutrición_tanto_déficit_como_exceso.,"# de hombres, mujeres, niños, niñas que reciben mensajes de sensibilización y cambios de comportamiento en prácticas relacionadas con los determinantes de la malnutrición (tanto déficit como exceso)."
realización_de_proyectos_que_miden_el_estado_nutricional_expost,#_de_proyectos_que_miden_el_estado_nutricional_y_el_impacto_de_las_acciones_con_la_toma_de_líneas_base.,# de proyectos que miden el estado nutricional y el impacto de las acciones con la toma de líneas base.
asistencia_técnica_para_la_producción_,#_de_hombres_mujeres_niños_y_niñas_pertenecientes_a_familias_vulnerables_que_se_benefician_de_acciones_de_medios_de_vida_agropecuarios_en_contexto_de_emergencia_para_el_fortalecimiento_de_su_seguridad_alimentaria_y_nutricional.,"# de hombres, mujeres, niños y niñas pertenecientes a familias vulnerables que se benefician de acciones de medios de vida agropecuarios en contexto de emergencia, para el fortalecimiento de su seguridad alimentaria y nutricional."
"entrega_de_insumos,herramientas_semillas_u_otros",#_de_hombres_mujeres_niños_y_niñas_pertenecientes_a_familias_vulnerables_que_se_benefician_de_acciones_de_medios_de_vida_agropecuarios_en_contexto_de_emergencia_para_el_fortalecimiento_de_su_seguridad_alimentaria_y_nutricional.,"# de hombres, mujeres, niños y niñas pertenecientes a familias vulnerables que se benefician de acciones de medios de vida agropecuarios en contexto de emergencia, para el fortalecimiento de su seguridad alimentaria y nutricional."
establecimiento_de_unidades_productivas_comunitarias,#_de_hombres_mujeres_niños_y_niñas_pertenecientes_a_familias_vulnerables_que_se_benefician_de_acciones_de_medios_de_vida_agropecuarios_en_contexto_de_emergencia_para_el_fortalecimiento_de_su_seguridad_alimentaria_y_nutricional.,"# de hombres, mujeres, niños y niñas pertenecientes a familias vulnerables que se benefician de acciones de medios de vida agropecuarios en contexto de emergencia, para el fortalecimiento de su seguridad alimentaria y nutricional."
emplear_unidades_de_producción_diversificada_familiar,#_de_hombres_mujeres_niños_y_niñas_pertenecientes_a_familias_vulnerables_que_se_benefician_de_acciones_de_medios_de_vida_agropecuarios_en_contexto_de_emergencia_para_el_fortalecimiento_de_su_seguridad_alimentaria_y_nutricional.,"# de hombres, mujeres, niños y niñas pertenecientes a familias vulnerables que se benefician de acciones de medios de vida agropecuarios en contexto de emergencia, para el fortalecimiento de su seguridad alimentaria y nutricional."
fortalecimiento_de_capacidades_para_la_producción,#_de_hombres_mujeres_niños_y_niñas_pertenecientes_a_familias_vulnerables_que_se_benefician_de_acciones_de_medios_de_vida_agropecuarios_en_contexto_de_emergencia_para_el_fortalecimiento_de_su_seguridad_alimentaria_y_nutricional.,"# de hombres, mujeres, niños y niñas pertenecientes a familias vulnerables que se benefician de acciones de medios de vida agropecuarios en contexto de emergencia, para el fortalecimiento de su seguridad alimentaria y nutricional."
formación_a_formadores_en_procesos_productivos,#_de_hombres_mujeres_niños_y_niñas_pertenecientes_a_familias_vulnerables_que_se_benefician_de_acciones_de_medios_de_vida_agropecuarios_en_contexto_de_emergencia_para_el_fortalecimiento_de_su_seguridad_alimentaria_y_nutricional.,"# de hombres, mujeres, niños y niñas pertenecientes a familias vulnerables que se benefician de acciones de medios de vida agropecuarios en contexto de emergencia, para el fortalecimiento de su seguridad alimentaria y nutricional."
implementación_instrumento_de_linea_base_y_hdds_elcsa_csi_exante,#_de_proyectos_con_incremento_de_al_menos_1_punto_en_el_puntaje_de_diversidad_de_la_dieta_en_el_hogar_en_relación_con_la_línea_de_base_en_las_comunidades_vulnerables_donde_se_desarrollen_acciones_de_fortalecimiento_de_medios_de_vida_agropecuarios.,"# de proyectos con incremento de al menos 1 punto en el puntaje de diversidad de la dieta en el hogar, en relación con la línea de base, en las comunidades vulnerables donde se desarrollen acciones de fortalecimiento de medios de vida agropecuarios."
huertas_colectivos_para_mejorar_como_espacios_de_protección,#_de_mujeres_que_lideran_proyectos_productivos_agropecuarios_que_contribuyen_a_la_reconstrucción_del_tejido_social_en_sus_territorios.,"# de mujeres que lideran proyectos productivos agropecuarios, que contribuyen a la reconstrucción del tejido social en sus territorios."
fortalecimiento_de_nuevas_lideresas_con_enfoque_comunitario_organizativo_y_productivo,#_de_mujeres_que_lideran_proyectos_productivos_agropecuarios_que_contribuyen_a_la_reconstrucción_del_tejido_social_en_sus_territorios.,"# de mujeres que lideran proyectos productivos agropecuarios, que contribuyen a la reconstrucción del tejido social en sus territorios."
implementación_instrumento_de_linea_base_y_hdds_elcsa_csi_expost,#_de_proyectos_con_incremento_de_al_menos_1_punto_en_el_puntaje_de_diversidad_de_la_dieta_en_el_hogar_en_relación_con_la_línea_de_base_en_las_comunidades_vulnerables_donde_se_desarrollen_acciones_de_fortalecimiento_de_medios_de_vida_agropecuarios.,"# de proyectos con incremento de al menos 1 punto en el puntaje de diversidad de la dieta en el hogar, en relación con la línea de base, en las comunidades vulnerables donde se desarrollen acciones de fortalecimiento de medios de vida agropecuarios."
apoyo_a_emprendimientos_productivos,#_de_mujeres_que_lideran_proyectos_productivos_agropecuarios_que_contribuyen_a_la_reconstrucción_del_tejido_social_en_sus_territorios.,"# de mujeres que lideran proyectos productivos agropecuarios, que contribuyen a la reconstrucción del tejido social en sus territorios."
fortalecimiento_de_capacidades_para_mercados,#_de_familias_afectadas_por_el_conflicto_armado_amenazas_naturales_o_desastres_asociados_al_clima_que_vinculan_su_producción_agropecuaria_a_mercados_locales.,"# de familias afectadas por el conflicto armado, amenazas naturales o desastres asociados al clima que vinculan su producción agropecuaria a mercados locales."
establecimiento_de_proyectos_vinculados_a_mercados,#_de_familias_afectadas_por_el_conflicto_armado_amenazas_naturales_o_desastres_asociados_al_clima_que_vinculan_su_producción_agropecuaria_a_mercados_locales.,"# de familias afectadas por el conflicto armado, amenazas naturales o desastres asociados al clima que vinculan su producción agropecuaria a mercados locales."
genereación_de_proceso_de_transformación_y_valor_agregado,#_de_familias_afectadas_por_el_conflicto_armado_amenazas_naturales_o_desastres_asociados_al_clima_que_vinculan_su_producción_agropecuaria_a_mercados_locales.,"# de familias afectadas por el conflicto armado, amenazas naturales o desastres asociados al clima que vinculan su producción agropecuaria a mercados locales."
aplicación_de_técnicas_de_grd_y_resiliencia,#_de_familias_afectadas_por_el_conflicto_armado_amenazas_naturales_o_desastres_vinculados_al_clima_que_fortalecen_la_resiliencia_de_sus_medios_de_vida_agropecuarios.,"# de familias afectadas por el conflicto armado, amenazas naturales o desastres vinculados al clima que fortalecen la resiliencia de sus medios de vida agropecuarios."
"acciones_para_potenciar_el_desarrollo_de_estrategias_comerciales_ruedas_de_negocio_ferias_comerciales_giras_técnicas,etc",#_de_familias_afectadas_por_el_conflicto_armado_amenazas_naturales_o_desastres_asociados_al_clima_que_vinculan_su_producción_agropecuaria_a_mercados_locales.,"# de familias afectadas por el conflicto armado, amenazas naturales o desastres asociados al clima que vinculan su producción agropecuaria a mercados locales."
entrega_de_insumos_o_herramientas_para_grd_y_resiliencia,#_de_familias_afectadas_por_el_conflicto_armado_amenazas_naturales_o_desastres_vinculados_al_clima_que_fortalecen_la_resiliencia_de_sus_medios_de_vida_agropecuarios.,"# de familias afectadas por el conflicto armado, amenazas naturales o desastres vinculados al clima que fortalecen la resiliencia de sus medios de vida agropecuarios."
aplicación_y_seguimiento_a_indicador_rima_índice_de_resiliencia_medición_y_análisis,#_de_familias_afectadas_por_el_conflicto_armado_amenazas_naturales_o_desastres_vinculados_al_clima_que_fortalecen_la_resiliencia_de_sus_medios_de_vida_agropecuarios.,"# de familias afectadas por el conflicto armado, amenazas naturales o desastres vinculados al clima que fortalecen la resiliencia de sus medios de vida agropecuarios."
fortalecimiento_de_instituciones_nacionales,#_de_instituciones_organizaciones_y_entidades_que_fortalecen_sus_capacidades_en_la_recuperación_y_protección_de_medios_de_vida_agropecuarios_y_activos_productivos.,"# de instituciones, organizaciones y entidades que fortalecen sus capacidades en la recuperación y protección de medios de vida agropecuarios y activos productivos."
capacitaciones_en_grd_y_resiliencia,#_de_familias_afectadas_por_el_conflicto_armado_amenazas_naturales_o_desastres_vinculados_al_clima_que_fortalecen_la_resiliencia_de_sus_medios_de_vida_agropecuarios.,"# de familias afectadas por el conflicto armado, amenazas naturales o desastres vinculados al clima que fortalecen la resiliencia de sus medios de vida agropecuarios."
fortalecimiento_de_instituciones_locales,#_de_instituciones_organizaciones_y_entidades_que_fortalecen_sus_capacidades_en_la_recuperación_y_protección_de_medios_de_vida_agropecuarios_y_activos_productivos.,"# de instituciones, organizaciones y entidades que fortalecen sus capacidades en la recuperación y protección de medios de vida agropecuarios y activos productivos."
fortalecimiento_de_organizaciones_comunitarias,#_de_instituciones_organizaciones_y_entidades_que_fortalecen_sus_capacidades_en_la_recuperación_y_protección_de_medios_de_vida_agropecuarios_y_activos_productivos.,"# de instituciones, organizaciones y entidades que fortalecen sus capacidades en la recuperación y protección de medios de vida agropecuarios y activos productivos."
fortalecimiento_de_organizaciones_de_la_sociedad_civil,#_de_instituciones_organizaciones_y_entidades_que_fortalecen_sus_capacidades_en_la_recuperación_y_protección_de_medios_de_vida_agropecuarios_y_activos_productivos.,"# de instituciones, organizaciones y entidades que fortalecen sus capacidades en la recuperación y protección de medios de vida agropecuarios y activos productivos."
proyectos_intersectoriales,#_de_proyectos_con_acciones_intersectoriales_que_involucran_al_menos_2_sectores_adicionales_a_san.,# de proyectos con acciones intersectoriales que involucran al menos 2 sectores adicionales a SAN.
estudio_no_técnico,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
proyectos_que_apoyan_procesos_de_paz,#_de_proyectos_con_acciones_intersectoriales_en_apoyo_a_los_procesos_de_paz_en_los_territorios.,# de proyectos con acciones intersectoriales en apoyo a los procesos de paz en los territorios.
despeje,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
en_desminado_humanitario,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
en_ámbito_educativo,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
en_emergencias,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
reconciliación_y_resolución_de_conflictos(prevención,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
