activity_description_id,indicator_id,indicator_name
food_assistance_in_kind_ipc3_50,no_of_shock_affected_and_vulnerable_idps_returnees_refugees_natural_disaster_affecteds_people_affected_by_covid_19_and_seasonaly_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_food_cash_responses_in_a_timely_manner.,"# of shock affected and vulnerable (IDPs, returnees, refugees, natural disaster affecteds, people affected by COVID-19, and seasonaly food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate food/cash responses in a timely manner."
food_assistance_cbt_ipc4_75,no_of_shock_affected_and_vulnerable_idps_returnees_refugees_natural_disaster_affecteds_people_affected_by_covid_19_and_seasonaly_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_food_cash_responses_in_a_timely_manner.,"# of shock affected and vulnerable (IDPs, returnees, refugees, natural disaster affecteds, people affected by COVID-19, and seasonaly food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate food/cash responses in a timely manner."
food_assistance_cbt_ipc3_50,no_of_shock_affected_and_vulnerable_idps_returnees_refugees_natural_disaster_affecteds_people_affected_by_covid_19_and_seasonaly_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_food_cash_responses_in_a_timely_manner.,"# of shock affected and vulnerable (IDPs, returnees, refugees, natural disaster affecteds, people affected by COVID-19, and seasonaly food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate food/cash responses in a timely manner."
livelihood_support,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
livelihood_support_cash_for_work,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
livelihood_support_unconditional_cash,no_of_shock_affected_and_vulnerable_natural_disaster_affecteds_people_affected_by_covid_19_and_food_insecure_ipc_phase_3_and_4_people_women_men_and_children_of_all_ages_who_receive_adequate_livelihoods_assistance_in_a_timely_manner.,"# of shock affected and vulnerable (natural disaster affecteds, people affected by COVID-19, and food insecure IPC phase 3 and 4 people) women, men and children of all ages who receive adequate livelihoods assistance in a timely manner."
establishment_and_management_of_the_community_centers,no_of_community_centers_established_and_operational,# of community centers established and operational
multi-sectorial_service_coordination_in_isets_and_idp_sites,no_of_isets_and_idp_sites_with_multi_sectorial_service_coordination,# of ISETs and IDP Sites with multi-sectorial service coordination
cccm_referral_and_escalation_systems_established,no_of_displacement_sites_with_established_referral_mechanisms,# of displacement sites with established referral mechanisms
"cccm_mobile_site_managers_staff_with_cccm_training_tot,_protection,_psea_and_gbv_risk_mitigation_training",no_of_cccm_trainings_delivered,# of CCCM Trainings delivered
population_profiling_and_registration_in_isets_and_idp_sites,no_of_displacement_sites_conducting_idp_registration_activities,# of displacement sites conducting IDP registration activities
establish_mobile_cccm_team_per_site_area,no_of_isets_and_idp_sites_with_mobile_cccm_team_per_site_area,# of ISETs and IDP Sites with Mobile CCCM team per site/area
isets_and_idp_sites_with_app_psea_feedback_mechanism,no_of_displacement_sites_that_have_a_formal_complaint_mechanism_including_psea,# of displacement sites that have a formal complaint mechanism including PSEA
monthly_needs_assessments_in_isets_idp_sites,no_of_needs_assessments_conducted,# of needs assessments conducted
education,no_of_displacement_sites_with_schools_or_learning_centers,# of displacement sites with schools or learning centers
food_and_nutrition,no_of_displacement_sites_with_regular_food_distribution,# of displacement sites with regular food distribution
"isets_idp_sites_with_representative_governance_structures,_community_focal_points_and_committees",no_of_displacement_sites_with_representative_governance_structures,# of displacement sites with representative governance structures
health,no_of_displacement_sites_that_have_schools,# of displacement sites that have schools
protection,no_of_displacement_sites_where_residents_have_access_to_protection_services,# of displacement sites where residents have access to protection services
shelter,no_of_displacement_sites_where_all_idps_have_access_to_safe_and_dignified_shelter,# of displacement sites where all IDPs have access to safe and dignified shelter
intention_return_surveys,no_of_return_and_intention_surveys_conducted,# of Return and Intention Surveys Conducted
wash,no_of_displacement_sites_where_idp_population_has_access_to_portable_water_supply,# of displacement sites where IDP population has access to portable water supply
esnfi,no_of_displacement_sites_with_nfi_needs_in_which_at_least_one_nfi_distribution_has_taken_place_in_the_last_three_months,"# of displacement sites with NFI needs, in which at least one NFI distribution has taken place in the last three months"
wash,no_of_displacement_sites_where_idp_population_has_access_to_wash_infrastructure.,# of displacement sites where IDP population has access to WASH infrastructure.
"provision_of_displacement_sites_with_active_relocation,_resettlement_or_return_programmes",no_of_displacement_sites_with_active_relocation_reintegration_or_return_programmes,"# of displacement sites with active relocation, reintegration or return programmes"
risk_communication_and_information_campaigns_on_flood_risk_mitigation,no_of_information_products_distributed_to_the_affected_population_through_a_variety_of_mechanisms_on_flood_risk_mitigation,# of information products distributed to the affected population through a variety of mechanisms on Flood Risk Mitigation
conduct_safety_audits_rapid_gender_assesssments,no_of_safety_audits_rapid_gender_assesssments_conducted,# of safety audits/rapid gender assesssments conducted
risk_communication_and_information_campaigns_on_covid-19,no_of_information_products_distributed_to_the_affected_population_through_a_variety_of_mechanisms_on_covid_19,# of information products distributed to the affected population through a variety of mechanisms on COVID-19
use_of_wash_cluster_perception_indicators,no_organizations_reporting_on_the_use_of_the_wash_perception_indicators.,# organizations reporting on the use of the WASH Perception Indicators.
wash_assistance_after_consultation_on_gbv_risks,no_women_and_girls_receiving_wash_assistance_after_consultations_on_gbv_risks.,# women and girls receiving WASH assistance after consultations on GBV risks.
camp-coordination-and-camp-management-working-group,cccm-trainingcapacity-building-activites-train-cccm-staff,CCCM Training/Capacity Building Activites (train CCCM Staff)
camp-coordination-and-camp-management-working-group,population-information-management-develop-site-profiles,Population information management (develop site profiles)
accountability-to-affected-people-wg,aap-common-services,AAP common services
accountability-to-affected-people-wg,awaaz-core-budget,Awaaz core budget
gender-in-humanitarian-action-tf,data-collection-and-production-of-gender-related-products-alerts-and-research-including-rga-as-well-as-tracking-of-gender-related-hrp-indicators,"Data collection and production of gender related products, alerts and research (including RGA) as well as tracking of gender related HRP indicators"
disability-inclusion-wg,diwg-common-services,DIWG common services
gender-in-humanitarian-action-tf,giha-national-and-sub-national-coordination-kabul-and-five-provinces-bamyan-herat-kandahar-mazar-nangarhar-salaries-and-collaboration-with-women-csos-to-co-lead-giha-wg-in-provinces-field-missions,"GiHA national and sub-national coordination (Kabul and five provinces (Bamyan, Herat, Kandahar, Mazar, Nangarhar) (salaries and collaboration with women CSOs to co-lead GiHA WG in provinces, field missions)"
coordination-common-services-and-information-management,immap-hrp-monitoring---reporthub-requirements,iMMAP: HRP monitoring - ReportHub requirements
assessments,iomdtm-cross-border-monitoring-rapid-needs-assessments,"IOM:DTM, Cross-border monitoring, Rapid needs assessments"
coordination-common-services-and-information-management,ocha-overall-requirements,OCHA overall requirements
protection-from-sexual-exploitation-and-abuse-tf,psea-support-investigations-prevention-survivor-assistance-etc,"PSEA Support â€“ investigations, prevention, survivor assistance, etc."
assessments,reach-woa-jmmi-hsm-and-state-of-afghan-cities,"REACH: WoA, JMMI, HSM and State of Afghan cities"
gender-in-humanitarian-action-tf,support-to-the-inclusion-of-women-csos-and-ngos-in-the-humanitarian-response-collaboration-capacity-building-building-roster-of-women-csos-and-humanitarian-actors-and-monitoring-of-cluster-response-with-a-gender-lens,"Support to the inclusion of women CSOs and NGOs in the humanitarian response (collaboration, capacity building, building roster of women CSOs and humanitarian actors, and monitoring of cluster response with a gender lens)"
gender-in-humanitarian-action-tf,support-to-the-women-advisory-group-wag-to-the-hct-meeting-costs-logistic-costs-travel-costs-training-costs,"Support to the Women Advisory Group (WAG) to the HCT (meeting costs, logistic costs, travel costs, training costs)"
gender-in-humanitarian-action-tf,training-and-gender-capacity-building-initiatives-for-all-clusters-at-national-and-regional-level-based-on-needs-identified-training-costs-interpretation-costs,"Training and gender capacity building initiatives for all clusters at national and regional level, based on needs identified (training costs, interpretation costs)"
establish-and-train-shuras-on-roles-and-responsibilities-community-mobilization-and-preparedness-planning,number-of-shuras-trained-on-roles-and-responsibilities-community-mobilization-and-preparedness-planning,"# of Shuras trained on roles and responsibilities, community mobilization and preparedness planning"
teacher-training-activities-on-standardized-teacher-training-manual-including-pssdisability-and-inclusion,number-of-teachers-mf-trained-on-standardized-teacher-training-manual-including-pssdisability-and-inclusion,"# of teachers (m/f) trained on standardized Teacher training manual, including PSS/disability and inclusion."
establishmaintain-community-based-classes-cbcs,number-of-cbe-alc-mbe-and-tls-established-and-maintained,"# of  CBE, ALC, MBE and TLS established and maintained"
establishmaintain-community-based-classes-cbcs,number-of-boys-and-girls-enrolled-in-cbe-alc-mbe-and-tls,"# of boys and girls enrolled in Â CBE, ALC, MBE and TLS"
support-shock-affected-vulnerable-boys-and-girls-with-emergency-education-support,number-of-boys-and-girls-in-public-schools-receiving-learning-materials-student-kits-teaching-kits-classroom-kits-hygiene-kits-drinking-water-rehabilitated-infrastructures,"# of boys and girls in public schools receiving learning materials (student kits, teaching kits, classroom kits, hygiene kits, drinking water, rehabilitated infrastructures)"
alternative-learning-modalities-developed-and-implemented,number-of-secondary-school-girls-reached-through-alternative-learning-modalities,# ofÂ secondary school girlsÂ reached throughÂ alternative learningÂ modalities
recruitment-deployment-and-payment-of-teachers,number-of-teachers-mf-paid-a-monthly-stipend,# of teachers (m/f) paid a monthly stipend
winterization-support-in-cbe-alc-mbe-and-tls,number-of-boys-and-girls-continuing-with-their-studies-during-winter,# of boys and girls continuing with their studies during winter
cccm-wg-mobile-site-management,number-of-idps-living-in-isets-monitored-by-mobile-cccm-team,# of IDPs living in ISETs monitored by Mobile CCCM team
cccm-wg-site-care-and-maintenance,number-of-idps-living-in-isets-which-are-provided-with-cash-based-care-and-maintenance,# of IDPs living in ISETs which are provided with cash-based care and maintenance.
cccm-wg-site-care-and-maintenance,number-of-idps-living-in-isets-which-are-provided-with-in-kind-form-of-care-and-maintenance,# of IDPs living in ISETs which are provided with in-kind form of care and maintenance
nfi-assistance,number-of-people-receiving-cash-assistance-for-basic-household-items-nfis-to-meet-their-immediate-needs,# of people receiving cash assistance for basic household items / NFIs  to meet their immediate needs.
nfi-assistance,number-of-people-receiving-in-kind-assistance-for-basic-household-items-nfis-to-meet-their-immediate-needs,# of people receiving in kind assistance for basic household items / NFIs to meet their immediate needs.
shelter-repair-reconstruction-toolkit,number-of-people-receiving-cash-assistance-for-shelter-reconstruction-toolkits,# of people receiving cash assistance for shelter reconstruction toolkits
shelter-repair-reconstruction-for-minor-damages,number-of-people-receiving-cash-assistance-to-repairupgrade-minor-damaged-shelters,# of people receiving cash assistance to repair/upgrade minor damaged shelters
shelter-repair-reconstruction-for-severe-damages,number-of-people-receiving-cash-assistance-to-repairupgrade-severely-damaged-shelters,# of people receiving cash assistance to repair/upgrade severely damaged shelters
emergency-shelter-kit-tent-2-pcs-of-plastic-tarpaulin,number-of-people-receiving-emergency-shelter-assistance-through-tents-and-plastic-tarpaulin,# of people receiving emergency shelter assistance through tents and plastic tarpaulin
emergency-shelter-assistance-cash-for-rent,number-of-people-receiving-emergency-shelter-assistance-including-through-cash-for-rent-support,"# of people receiving emergency shelter assistance, including through cash-for-rent support."
shelter-repair-reconstruction-for-minor-damages,number-of-people-receiving-in-kind-assistance-to-repairupgrade-minor-damaged-shelters,# of people receiving in kind assistance to repair/upgrade minor damaged  shelters
shelter-repair-reconstruction-for-severe-damages,number-of-people-receiving-in-kind-assistance-to-repairupgrade-severely-damaged-shelters,# of people receiving in kind assistance to repair/upgrade severely damaged shelters
shelter-repair-reconstruction-toolkit,number-of-people-receiving-in-kind-assitance-for-shelter-reconstruction-toolkits,# of people receiving in kind assitance for shelter reconstruction toolkits
transitional-shelter-support,number-of-people-receiving-support-to-construct-transitional-shelters-through-cash,# of people receiving support to construct transitional shelters through cash
transitional-shelter-support,number-of-people-receiving-support-to-construct-transitional-shelters-through-in-kind,# of people receiving support to construct transitional shelters through in kind
assistance-to-cover-winterization-needs-blankets-or-quilts,number-of-people-receiving-seasonal-cash-assistance-for-blankets-or-quilts,# of people receiving seasonal cash assistance for blankets or quilts.
assistance-to-cover-winterization-needs-heater-fuel,number-of-people-receiving-seasonal-cash-assistance-for-heaters-and-fuel,# of people receiving seasonal cash assistance for heaters and fuel
assistance-to-cover-winterization-needs-winter-clothing,number-of-people-receiving-seasonal-cash-assistance-for-winter-clothing,# of people receiving seasonal cash assistance for winter clothing
assistance-to-cover-winterization-needs-blankets-or-quilts,number-of-people-receiving-seasonal-in-kind-assistance-for-blankets-or-quilts,# of people receiving seasonal in kind assistance for blankets or quilts.
assistance-to-cover-winterization-needs-heater-fuel,number-of-people-receiving-seasonal-in-kind-assistance-for-heaters-and-fuel,# of people receiving seasonal in kind assistance for heaters and fuel
assistance-to-cover-winterization-needs-winter-clothing,number-of-people-receiving-seasonal-in-kind-assistance-for-winter-clothing,# of people receiving seasonal in kind assistance for winter clothing
livelihoods-support-backyard-vegetable-cultivation-1-month,number-people-receiving-cash-support-for-backyard-vegetable-cultivation-1-month,# People receiving cash support for backyard vegetable cultivation (1 month)
livelihoods-support-summer-cultivation-package-1-month,number-people-receiving-cash-support-for-summer-cultivation-package-1-month,# People receiving cash support for summer cultivation package (1 month)
livelihoods-support-summer-cultivation-package-1-month,number-people-receiving-in-kind-summer-cultivation-package-1-month,# People receiving in kind summer cultivation package (1 month)
livelihoods-support-backyard-vegetable-cultivation-1-month,number-people-receiving-in-kind-support-for-backyard-vegetable-cultivation-1-month,# People receiving in-kind support for backyard vegetable cultivation (1 month)
livelihoods-support-winter-wheat-cultivation-package-1-month,number-people-receiving-in-kind-winter-wheat-cultivation-package-1-month,# People receiving in-kind winter wheat cultivation package (1 month)
food-assistance-for-cross-border-returnees-4-months,number-cross-border-returnees-receiving-cash-transfers-for-food-4-months,# Cross-border returnees receiving cash transfers for food (4 months)
food-assistance-for-cross-border-returnees-4-months,number-cross-border-returnees-receiving-in-kind-food-assistance-4-months,# Cross-border returnees receiving in kind food assistance (4 months)
food-assistance-for-idps-3-months,number-idps-receiving-cash-transfers-for-food-3-months,# IDPs receiving cash transfers for food (3 months)
food-assistance-for-idps-3-months,number-idps-receiving-in-kind-food-assistance-3-months,# IDPs receiving in-kind food assistance (3 months)
food-assistance-for-natural-disaster-affected-2-months,number-natural-disaster-affected-people-receiving-cash-transfers-for-food-2-months,# Natural disaster-affected people receiving cash transfers for food (2 months)
food-assistance-for-natural-disaster-affected-2-months,number-natural-disaster-affected-people-receiving-in-kind-food-assistance-2-months,# Natural disaster-affected people receiving in-kind food assistance (2 months)
food-assistance-for-pakistani-refugees-6-months,number-pakistani-refugees-receiving-cash-transfers-for-food-6-months,# Pakistani refugees receiving cash transfers for food (6 months)
food-assistance-for-pakistani-refugees-6-months,number-pakistani-refugees-receiving-in-kind-food-assistance-6-months,# Pakistani refugees receiving in kind food assistance (6 months)
food-assistance-for-people-in-ipc-phase-3-jan-apr-nov-dec-6-months,number-people-in-ipc-phase-3-receiving-cash-transfers-for-food-jan-apr-nov-dec-6-months,"# People in IPC Phase 3 receiving cash transfers for food (Jan-Apr, Nov-Dec, 6 months)"
food-assistance-for-people-in-ipc-phase-3-may-oct-2-months,number-people-in-ipc-phase-3-receiving-cash-transfers-for-food-may-oct-2-months,"# People in IPC Phase 3 receiving cash transfers for food (May-Oct, 2 months)"
food-assistance-for-people-in-ipc-phase-3-may-oct-2-months,number-people-in-ipc-phase-3-receiving-in-kind-food-assisntace-may-oct-2-months,"# People in IPC Phase 3 receiving in-kind food assisntace (May-Oct, 2 months)"
food-assistance-for-people-in-ipc-phase-3-jan-apr-nov-dec-6-months,number-people-in-ipc-phase-3-receiving-in-kind-food-assistance-jan-apr-nov-dec-6-months,"# People in IPC Phase 3 receiving in-kind food assistance (Jan-Apr, Nov-Dec, 6 months)"
food-assistance-for-people-in-ipc-phase-4-jan-apr-nov-dec-6-months,number-people-in-ipc-phase-4-receiving-cash-transfers-for-food-jan-apr-nov-dec-6-months,"# People in IPC Phase 4 receiving cash transfers for food (Jan-Apr, Nov-Dec, 6 months)"
food-assistance-for-people-in-ipc-phase-4-may-oct-6-months,number-people-in-ipc-phase-4-receiving-cash-transfers-for-food-may-oct-6-months,"# People in IPC Phase 4 receiving cash transfers for food (May-Oct, 6 months)"
food-assistance-for-people-in-ipc-phase-4-jan-apr-nov-dec-6-months,number-people-in-ipc-phase-4-receiving-in-kind-food-assistance-jan-apr-nov-dec-6-months,"# People in IPC Phase 4 receiving in-kind food assistance (Jan-Apr, Nov-Dec, 6 months)"
food-assistance-for-people-in-ipc-phase-4-may-oct-6-months,number-people-in-ipc-phase-4-receiving-in-kind-food-assistance-may-oct-6-months,"# People in IPC Phase 4 receiving in-kind food assistance (May-Oct, 6 months)"
livelihoods-support-for-natural-disaster-affected-1month,number-natural-disaster-affected-people-receiving-in-kind-livelihoods-assistance-1-month,# Natural disaster-affected people receiving in-kind livelihoods assistance (1 month)
livelihoods-support-for-natural-disaster-affected-1month,number-natural-disaster-affected-people-receiving-livelihoods-assistance-in-cash-1-month,# Natural disaster-affected people receiving livelihoods assistance in cash (1 month)
livelihoods-support-for-asset-creation-6-months,number-people-receiving-cash-support-for-asset-creation-6-months,# People receiving cash support for asset creation (6 months)
livelihoods-support-for-asset-creation-6-months,number-people-receiving-in-kind-support-for-asset-creation-6-months,# People receiving in-kind support for asset creation (6 months)
livelihoods-support-backyard-poultry-package-1-month,number-people-receiving-cash-for-backyard-poultry-package-1-month,# People receiving cash for backyard poultry package (1 month)
livelihoods-support-livestock-protection-package-1-month,number-people-receiving-cash-for-livestock-protection-package-1-month,# People receiving cash for livestock protection package (1 month)
livelihoods-support-backyard-poultry-package-1-month,number-people-receiving-in-kind-backyard-poultry-package-1-month,# People receiving in-kind backyard poultry package (1 month)
livelihoods-support-livestock-protection-package-1-month,number-people-receiving-in-kind-livestock-protection-package-1-month,# People receiving in-kind livestock protection package (1 month)
containment-of-plant-pest-and-animal-disease-outbreaks,emergency-containment-of-plant-pest-and-animal-diseases-outbreaks-lumpy-sking-disease-locust-etc,"Emergency containment of plant pest and animal diseases outbreaks (Lumpy Sking Disease, Locust, etc.)"
unconditional-cash-transfer,number-people-receiving-unconditional-cash-transfer-1-month,# People receiving unconditional cash transfer (1 month)
bsfp-in-children-6-59-months,number-of-girls-and-boys-aged-6-59-months-provided-with-specialized-nutritious-foods,Number of girls and boys aged 6-59 months provided with specialized nutritious foods
integrated-package-in-prioritized-provinces,number-of-households-with-malnourished-children-or-plw-reached-with-the-integrated-packge-for-improved-nutrition-outcomes,Number of households with malnourished children or PLW reached with the integrated packge for improved nutrition outcomes
bsfp-in-plw,number-of-plw-provided-with-specialized-nutritious-foods,Number of PLW provided with specialized nutritious foods
am-treatment-of-plw-in-opd,number-of-pregnant-and-lactating-women-with-am-who-are-admitted-for-treatment,Number of Pregnant and lactating women with AM who are admitted for treatment
miycn-counselling,number-of-primary-caregivers-of-children-aged-0-23-months-who-received-maternal-infant-and-young-child-nutrition-counselling,"Number of primary caregivers of children aged 0-23 months who received Maternal, Infant and Young Child Nutrition counselling"
mnp-in-children-6-23-months,number-of-girls-and-boys-aged-6-59-months-who-received-mnp,Number of girls and boys aged 6-59 months who received MNP
vitamin-a-supplementation-in-children-6-59-months,number-of-girls-and-boys-aged-6-59-months-who-received-vitamin-a-supplement,Number of girls and boys aged 6-59 months who received vitamin A supplement
community-screening-of-children-6-59-months,number-of-children-screened-at-community-level-for-acute-malnutrition,Number of children screened at community level for acute malnutrition
community-based-sentinel-sites,number-of-functional-community-based-sentinel-sites,Number of functional community-based sentinel sites
coordination,number-of-functionnal-cluster-coordination-teams-at-national-and-subnational-levels,Number of functionnal cluster coordination teams at national and subnational levels
sam-treatment-of-children-0-59-months-in-ipd,number-of-girls-and-boys-aged-0-59-months-with-sam-who-are-admitted-for-treatment-in-ipd,Number of girls and boys aged 0-59 months with SAM who are admitted for treatment in IPD
mam-treatment-of-children-6-59-months-in-opd,number-of-girls-and-boys-aged-6-59-months-with-mam-who-are-admitted-for-treatment,Number of girls and boys aged 6-59 months with MAM who are admitted for treatment
sam-treatment-of-children-6-59-months-in-opd,number-of-girls-and-boys-aged-6-59-months-with-sam-who-are-admitted-for-treatment-in-opd,Number of girls and boys aged 6-59 months with SAM who are admitted for treatment in OPD
operational-research,number-of-operational-research-initiated,Number of operational research initiated
smart-surveys,number-of-provincial-representative-smart-surveys-conducted,Number of provincial representative SMART surveys conducted
provision-of-primary-health-care-consultations,number-of-primary-health-care-consultations,# of primary health care consultations
provision-of-primary-health-care-referral-services,number-of-patients-referred-out-from-phc-facilities,# of patients referred out from PHC facilities
support-delivery-of-disability-and-physical-rehabilitation-services,number-of-people-with-disabilities-received-rehabilitative-care,# of people with disabilities received rehabilitative care
diarrhea-and-oral-rehydration-solution-ors-treatment-,number-of-diarrhea-cases-treated-with-oral-rehydration-solution-ors-in-children-under-the-age-of-5-years,# of diarrhea cases treated with oral rehydration solution (ORS) in children under the age of 5 years
support-delivery-of-primary-health-care-services-including-non-communicable-diseases,number-of-noncommunicable-diseases-ncds-consultations,# of Noncommunicable diseases (NCDs) consultations
access-to-health-care-services,number-of-health-facilities-rehabilitated,# of health facilities rehabilitated
provision-of-outpatient-secondary-health-care-services,number-of-patients-receiving-outpatient-care-at-secondary-health-care-facilities,# of patients receiving outpatient care at secondary health care facilities
provision-of-inpatient-secondary-health-care-services,number-of-patients-receiving-inpatient-care-at-secondary-health-care-facilities,# of patients receiving inpatient care at secondary health care facilities
training-of-health-care-providers-on-prevention-of-sexual-exploitation-abuse-psea,number-of-health-care-workers-trained,# of health care workers trained
training-of-health-care-providers-on-health-response-to-survivors-of-violence,number-of-health-care-workers-trained,# of health care workers trained
training-of-health-care-providers-on-trauma-care,number-of-health-care-workers-trained,# of health care workers trained
training-of-health-care-providers-on-maternal-and-child-health-mch,number-of-health-care-workers-trained,# of health care workers trained
training-of-health-care-providers-on-surveillance-and-outbreak-investigation-and-response-,number-of-health-care-workers-trained,# of health care workers trained
training-of-health-care-providers-on-covid-19-case-management,number-of-health-care-workers-trained,# of health care workers trained
training-of-health-care-providers-on-infection-prevention-and-control-ipc,number-of-health-care-workers-trained,# of health care workers trained
training-of-health-care-providers-on-mhpss,number-of-health-care-workers-trained,# of health care workers trained
training-of-health-care-providers-on-acute-watery-diarrhea-awd-case-management,number-of-health-care-workers-trained,# of health care workers trained
training-of-health-care-providers-on-ipd-sam,number-of-health-care-workers-trained,# of health care workers trained
training-of-health-care-providers-on-other-areas,number-of-health-care-workers-trained,# of health care workers trained
training-of-community-health-care-workers-hcws,number-of-community-health-workers-trained,# of community health workers trained
provision-of-mental-health-and-psychosocial-support-mhpss-consultations,number-of-mental-health-and-psychosocial-support-mhpss-consultations,# of Mental Health and Psychosocial Support (MHPSS) consultations
provision-of-ante-natal-care-anc-visits-,number-of-ante-natal-care-anc-visits-,# of Ante-Natal Care (ANC) visits 
provision-of-post-natal-care-pnc-visits,number-of-post-natal-care-pnc-visits,# of Post-Natal Care (PNC) visits
provision-of-skilled-birth-services,number-of-deliveries-attended-by-a-skilled-birth-attendant,# of deliveries attended by a skilled birth attendant
provision-of-tt2-vaccination-services-to-women,number-of-child-bearing-age-women-who-received-tt2-vaccine,# of child bearing age women who received TT2 vaccine
provision-of-tt2-vaccination-services-to-pregnant-women,numberof-pregnant-women-who-received-tt2-vaccine,#of pregnant women who received TT2 vaccine
provision-of-trauma-care-services-treated-conflict,number-of-trauma-care-cases-treated-conflict,# of trauma care cases treated (conflict)
provision-of-trauma-care-services-referred-conflict,number-of-trauma-care-cases-referred-conflict,# of trauma care cases referred (conflict)
provision-of-trauma-care-services-treated-non-conflict,number-of-trauma-care-cases-treated-non-conflict,# of trauma care cases treated (non-conflict)
provision-of-trauma-care-services-referred-non-conflict,number-of-trauma-care-cases-referred-non-conflict,# of trauma care cases referred (non-conflict)
panta3-vaccination-coverage,number-of-children-under-2-years-of-age-received-penta3-vaccine,# of children under 2 years of age received Penta3 vaccine
measles-vaccination-coverage,number-of-children-under-2-years-of-age-received-measles-vaccine,# of children under 2 years of age received Measles vaccine
provision-of-essential-supplies-awd_cholera-kit,number-of-kits-distributed,# of kits distributed
provision-of-essential-supplies-dignity-kit,number-of-kits-distributed,# of kits distributed
provision-of-essential-supplies-hygiene-kit,number-of-kits-distributed,# of kits distributed
provision-of-essential-supplies-ped-sam-kit,number-of-kits-distributed,# of kits distributed
provision-of-essential-supplies-measles-kit,number-of-kits-distributed,# of kits distributed
provision-of-essential-supplies-interagency-emergency-health-kit-iehk,number-of-kits-distributed,# of kits distributed
provision-of-essential-supplies-ncd-kits,number-of-kits-distributed,# of kits distributed
provision-of-essential-supplies-pneumonia-kit,number-of-kits-distributed,# of kits distributed
provision-of-essential-supplies-reproductive-health-kit-rh,number-of-kits-distributed,# of kits distributed
provision-of-essential-supplies-trauma-and-emergency-surgery-kit-tesk,number-of-kits-distributed,# of kits distributed
provision-of-essential-supplies-other-kit,number-of-kits-distributed,# of kits distributed
health-education-awareness-at-health-facility,number-of-people-attended-health-educationawareness-sessions-,# of people attended health education/awareness sessions 
health-education-awareness-at-community,number-of-people-attended-health-educationawareness-sessions-,# of people attended health education/awareness sessions 
support-rcce-activities-for-communicable-diseases-outbreak,number-of-persons-reached-with-risk-communication-and-community-engagement-rcce-messages-for-communicable-diseases-,# of persons reached with Risk Communication and Community Engagement (RCCE) messages for communicable diseases 
wash-assessment-in-community,,# of WASH Assessment in Community
wash-assessment-in-school,,# of WASH Assessment in School
wash-assessment-in-hcf,,# of WASH Assessment in HCF
kap-survey,,# of KAP Survey
baseline-survey,,# of WASH Baseline Survey
consultation-on-wash-gbv-risks,,"# of women, girls and  having access to WASH facilities and services where they feel safe and dignified after consultation"
consultation-on-wash-for-pwd,,# of persons with disabilities having access to WASH facilities and services where they feel safe and dignified after consultation
pseah-wash-consultations,,# of PSEAH WASH Consultations
pdm-survey,,# of PDM Survey
fcm-compaints-addressed,,# of WASH FCM complaints addressed
use-of-wash-gbv-checklist,,# of WASH GBV Checklist implemented
assistance-through-cashvoucher-distribution-for-safe-water,,#of individuals receiving cash or vouchers for safe water
drill-new-borehole-with-hand-pump,,# of individuals accessing  sufficient quantity of water
rehabilitate-borehole-with-hand-pump,,# of individuals accessing  sufficient quantity of water
construct-new-dug-wells-with-hand-pump,,# of individuals accessing  sufficient quantity of water
rehabilitate-dug-wells-with-hand-pump,,# of individuals accessing  sufficient quantity of water
construct-deep-boreholes-with-solar-powered-piped-system---hh,,# of individuals accessing  sufficient quantity of water
rehabilitate-deep-boreholes-with-solar-powered-piped-system---hh,,# of individuals accessing  sufficient quantity of water
construct-deep-boreholes-with-any-other-type-of-pumps---hh,,# of individuals accessing  sufficient quantity of water
rehabilitate-deep-boreholes-with-any-other-type-of-pumps---hh,,# of individuals accessing  sufficient quantity of water
construct-deep-boreholes-with-solar-powered-piped-system---public-taps,,# of individuals accessing  sufficient quantity of water
rehabilitate-deep-boreholes-with-solar-powered-piped-system---public-taps,,# of individuals accessing  sufficient quantity of water
construct-deep-boreholes-with-any-other-type-of-pumps---public-taps,,# of individuals accessing  sufficient quantity of water
rehabilitate-deep-boreholes-with-any-other-type-of-pumps---public-taps,,# of individuals accessing  sufficient quantity of water
