activity_description_id,activity_detail_id,activity_detail_name
water_supply_community_new,response_drought_life_saving,Drought Response (Life Saving Response)
water_kiosk_new,response_drought_life_saving,Drought Response (Life Saving Response)
water_kiosk_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
water_supply_health_facility_new,response_drought_life_saving,Drought Response (Life Saving Response)
water_tank_new,response_drought_life_saving,Drought Response (Life Saving Response)
gravity_fed_water_system_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
water_supply_health_facility_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
water_tank_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
water_tankering,response_drought_life_saving,Drought Response (Life Saving Response)
water_supply_school_new,response_drought_life_saving,Drought Response (Life Saving Response)
water_supply_school_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
water_treatment,response_drought_life_saving,Drought Response (Life Saving Response)
water_supply_community_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
water_filtration,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_stalls_communal_new,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_stalls_household_new,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_stalls_health_facility_new,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_stalls_school_new,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_stalls_school_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
education_water,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_stalls_household_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_stalls_communal_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_stalls_desludged,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_stalls_health_facility_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_stalls_decommissioned,response_drought_life_saving,Drought Response (Life Saving Response)
septic_tank_new,response_drought_life_saving,Drought Response (Life Saving Response)
septic_tank_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
sewer_line_new,response_drought_life_saving,Drought Response (Life Saving Response)
latrine_cleaning_kit,response_drought_life_saving,Drought Response (Life Saving Response)
sewer_line_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
education_vector_control_awareness,response_drought_life_saving,Drought Response (Life Saving Response)
drainage_provision,response_drought_life_saving,Drought Response (Life Saving Response)
solid_waste_management,response_drought_life_saving,Drought Response (Life Saving Response)
education_hygiene_promotion_household_community,response_drought_life_saving,Drought Response (Life Saving Response)
washing_facilities_new,response_drought_life_saving,Drought Response (Life Saving Response)
hand_washing_facilities_new,response_drought_life_saving,Drought Response (Life Saving Response)
hand_washing_facilities_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
education_hygiene_promotion_school,response_drought_life_saving,Drought Response (Life Saving Response)
washing_facilities_rehab,response_drought_life_saving,Drought Response (Life Saving Response)
hygiene_promotion_health_facilities,response_drought_life_saving,Drought Response (Life Saving Response)
assessment_wash_community,response_drought_life_saving,Drought Response (Life Saving Response)
assessment_wash_health_facility,response_drought_life_saving,Drought Response (Life Saving Response)
evaluation_baseline,response_drought_life_saving,Drought Response (Life Saving Response)
evaluation_endline,response_drought_life_saving,Drought Response (Life Saving Response)
evaluation_crm,response_drought_life_saving,Drought Response (Life Saving Response)
disinfection_common_places_chlorine,response_drought_life_saving,Drought Response (Life Saving Response)
evaluation_results_monitoring,response_drought_life_saving,Drought Response (Life Saving Response)
evaluation_fgd,response_drought_life_saving,Drought Response (Life Saving Response)
evaluation_pdm,response_drought_life_saving,Drought Response (Life Saving Response)
assessment_wash_school,response_drought_life_saving,Drought Response (Life Saving Response)
using_the_wash_gbv_checklist,response_drought_life_saving,Drought Response (Life Saving Response)
gbv_risk_discussion_with_female_before_assistance,response_drought_life_saving,Drought Response (Life Saving Response)
evaluation_csi,response_drought_life_saving,Drought Response (Life Saving Response)
receipt_for_technical_quality_assurance_by_the_authorities,response_drought_life_saving,Drought Response (Life Saving Response)
evaluation_kap,response_drought_life_saving,Drought Response (Life Saving Response)
assistance_through_voucher_distribution,response_drought_life_saving,Drought Response (Life Saving Response)
evaluation_kii,response_drought_life_saving,Drought Response (Life Saving Response)
family_water_kit_distribution,response_drought_life_saving,Drought Response (Life Saving Response)
covid-19_mitigation_measures_in_placed,response_drought_life_saving,Drought Response (Life Saving Response)
assistance_through_cash_distribution,response_drought_life_saving,Drought Response (Life Saving Response)
wash_package_kit_distribution,response_drought_life_saving,Drought Response (Life Saving Response)
hand_dug_well_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
borehole_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
family_hygiene_kits_distributed,response_drought_life_saving,Drought Response (Life Saving Response)
borehole_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
hand_dug_well_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
piped_water_network_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
rainwater_system_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
rainwater_system_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
shallow_well_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
psea_focal_points_available,response_drought_life_saving,Drought Response (Life Saving Response)
shallow_well_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
reverse_osmosis_system_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
piped_water_network_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
gravity_fed_water_system_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
solar_pumping_system_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
reverse_osmosis_system_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_kiosk_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
solar_pumping_system_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
piped_extension,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
gravity_fed_water_system_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_supply_health_facility_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_supply_school_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_supply_community_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_supply_community_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_kiosk_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_supply_health_facility_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_supply_school_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_tank_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_quality_testing,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
education_water,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_tank_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_filtration,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_treatment,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_stalls_household_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
water_tankering,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_stalls_communal_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_stalls_communal_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_stalls_school_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_stalls_health_facility_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_stalls_household_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_stalls_desludged,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_stalls_school_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_cleaning_kit,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_stalls_health_facility_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
septic_tank_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
latrine_stalls_decommissioned,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
solid_waste_management,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
drainage_provision,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
septic_tank_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
sewer_line_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
sewer_line_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
education_hygiene_promotion_household_community,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
education_hygiene_promotion_school,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
washing_facilities_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
education_vector_control_awareness,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
hand_washing_facilities_new,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
washing_facilities_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
hand_washing_facilities_rehab,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
disinfection_common_places_chlorine,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
assessment_wash_school,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
assessment_wash_health_facility,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
assessment_wash_community,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
evaluation_endline,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
evaluation_baseline,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
evaluation_crm,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
hygiene_promotion_health_facilities,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
evaluation_kap,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
evaluation_pdm,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
evaluation_csi,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
evaluation_fgd,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
gbv_risk_discussion_with_female_before_assistance,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
covid-19_mitigation_measures_in_placed,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
evaluation_kii,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
receipt_for_technical_quality_assurance_by_the_authorities,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
evaluation_results_monitoring,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
assistance_through_voucher_distribution,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
family_water_kit_distribution,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
family_hygiene_kits_distributed,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
assistance_through_cash_distribution,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
psea_focal_points_available,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
using_the_wash_gbv_checklist,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
wash_package_kit_distribution,response_drought_resilience,Drought Response (Resilience/ Sustainability Response)
borehole_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
hand_dug_well_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
piped_water_network_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
rainwater_system_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
rainwater_system_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
piped_water_network_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
shallow_well_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
shallow_well_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
reverse_osmosis_system_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
reverse_osmosis_system_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
hand_dug_well_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
gravity_fed_water_system_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
solar_pumping_system_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
solar_pumping_system_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
gravity_fed_water_system_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_kiosk_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
piped_extension,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_supply_community_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_quality_testing,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_kiosk_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_supply_school_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_supply_health_facility_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_supply_health_facility_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_supply_school_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_tank_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
borehole_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_supply_community_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
education_water,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_tankering,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_treatment,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_tank_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_stalls_household_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_stalls_health_facility_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_stalls_school_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
water_filtration,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_stalls_communal_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_stalls_household_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_stalls_communal_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_stalls_decommissioned,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_stalls_desludged,response_cholera_life_saving,Cholera Response (Life Saving Response)
septic_tank_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_stalls_health_facility_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
sewer_line_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_stalls_school_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
septic_tank_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
sewer_line_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
drainage_provision,response_cholera_life_saving,Cholera Response (Life Saving Response)
solid_waste_management,response_cholera_life_saving,Cholera Response (Life Saving Response)
latrine_cleaning_kit,response_cholera_life_saving,Cholera Response (Life Saving Response)
washing_facilities_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
education_vector_control_awareness,response_cholera_life_saving,Cholera Response (Life Saving Response)
education_hygiene_promotion_school,response_cholera_life_saving,Cholera Response (Life Saving Response)
hygiene_promotion_health_facilities,response_cholera_life_saving,Cholera Response (Life Saving Response)
hand_washing_facilities_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
hand_washing_facilities_rehab,response_cholera_life_saving,Cholera Response (Life Saving Response)
education_hygiene_promotion_household_community,response_cholera_life_saving,Cholera Response (Life Saving Response)
assessment_wash_health_facility,response_cholera_life_saving,Cholera Response (Life Saving Response)
assessment_wash_school,response_cholera_life_saving,Cholera Response (Life Saving Response)
evaluation_baseline,response_cholera_life_saving,Cholera Response (Life Saving Response)
evaluation_endline,response_cholera_life_saving,Cholera Response (Life Saving Response)
assessment_wash_community,response_cholera_life_saving,Cholera Response (Life Saving Response)
washing_facilities_new,response_cholera_life_saving,Cholera Response (Life Saving Response)
evaluation_crm,response_cholera_life_saving,Cholera Response (Life Saving Response)
evaluation_results_monitoring,response_cholera_life_saving,Cholera Response (Life Saving Response)
evaluation_pdm,response_cholera_life_saving,Cholera Response (Life Saving Response)
evaluation_kap,response_cholera_life_saving,Cholera Response (Life Saving Response)
evaluation_kii,response_cholera_life_saving,Cholera Response (Life Saving Response)
disinfection_common_places_chlorine,response_cholera_life_saving,Cholera Response (Life Saving Response)
using_the_wash_gbv_checklist,response_cholera_life_saving,Cholera Response (Life Saving Response)
evaluation_fgd,response_cholera_life_saving,Cholera Response (Life Saving Response)
receipt_for_technical_quality_assurance_by_the_authorities,response_cholera_life_saving,Cholera Response (Life Saving Response)
evaluation_csi,response_cholera_life_saving,Cholera Response (Life Saving Response)
covid-19_mitigation_measures_in_placed,response_cholera_life_saving,Cholera Response (Life Saving Response)
gbv_risk_discussion_with_female_before_assistance,response_cholera_life_saving,Cholera Response (Life Saving Response)
family_hygiene_kits_distributed,response_cholera_life_saving,Cholera Response (Life Saving Response)
family_water_kit_distribution,response_cholera_life_saving,Cholera Response (Life Saving Response)
assistance_through_cash_distribution,response_cholera_life_saving,Cholera Response (Life Saving Response)
hand_dug_well_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
hand_dug_well_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
psea_focal_points_available,response_cholera_life_saving,Cholera Response (Life Saving Response)
wash_package_kit_distribution,response_cholera_life_saving,Cholera Response (Life Saving Response)
borehole_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
borehole_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
piped_water_network_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
rainwater_system_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
rainwater_system_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
shallow_well_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
piped_water_network_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
assistance_through_voucher_distribution,response_cholera_life_saving,Cholera Response (Life Saving Response)
shallow_well_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
gravity_fed_water_system_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
solar_pumping_system_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
reverse_osmosis_system_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
piped_extension,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
gravity_fed_water_system_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_kiosk_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_quality_testing,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_kiosk_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
reverse_osmosis_system_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
solar_pumping_system_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_supply_health_facility_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_supply_school_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_tank_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_supply_health_facility_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_supply_community_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_supply_school_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_supply_community_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
education_water,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_tank_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_filtration,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_stalls_communal_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_treatment,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
water_tankering,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_stalls_health_facility_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_stalls_school_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_stalls_communal_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_stalls_household_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_stalls_household_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_stalls_school_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_cleaning_kit,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
septic_tank_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_stalls_desludged,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_stalls_health_facility_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
septic_tank_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
sewer_line_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
latrine_stalls_decommissioned,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
sewer_line_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
drainage_provision,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
solid_waste_management,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
education_vector_control_awareness,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
washing_facilities_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
washing_facilities_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
hand_washing_facilities_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
hygiene_promotion_health_facilities,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
education_hygiene_promotion_household_community,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
education_hygiene_promotion_school,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
hand_washing_facilities_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
assessment_wash_community,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
disinfection_common_places_chlorine,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
evaluation_baseline,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
evaluation_endline,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
assessment_wash_health_facility,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
evaluation_crm,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
evaluation_fgd,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
evaluation_results_monitoring,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
evaluation_kii,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
assessment_wash_school,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
evaluation_pdm,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
evaluation_kap,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
gbv_risk_discussion_with_female_before_assistance,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
covid-19_mitigation_measures_in_placed,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
using_the_wash_gbv_checklist,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
assistance_through_voucher_distribution,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
family_water_kit_distribution,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
family_hygiene_kits_distributed,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
wash_package_kit_distribution,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
receipt_for_technical_quality_assurance_by_the_authorities,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
evaluation_csi,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
psea_focal_points_available,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
assistance_through_cash_distribution,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response)
tent_distribution_2_tarps,drought_response,Drought Response
tent_distribution_2_tarps,response_covid19,COVID-19 Response
tent_distribution_2_tarps,regular,Regular Activity
shelter_self_construction_repair_kit,response_covid19,COVID-19 Response
shelter_self_construction_repair_kit,regular,Regular Activity
tent_distribution_2_tarps,cholera_response,Cholera Response
shelter_self_construction_repair_kit,cholera_response,Cholera Response
shelter_self_construction_repair_kit,drought_response,Drought Response
rental_support_3_months,drought_response,Drought Response
rental_support_3_months,regular,Regular Activity
standard_emergency_nfi_kit,regular,Regular Activity
rental_support_3_months,response_covid19,COVID-19 Response
standard_emergency_nfi_kit,cholera_response,Cholera Response
standard_emergency_nfi_kit,response_covid19,COVID-19 Response
standard_emergency_nfi_kit,drought_response,Drought Response
rental_support_3_months,cholera_response,Cholera Response
repair_upgrade_of_shelters_with_minor_damage,drought_response,Drought Response
repair_upgrade_of_shelters_with_minor_damage,response_covid19,COVID-19 Response
repair_upgrade_of_shelters_with_severe_damage,response_covid19,COVID-19 Response
repair_upgrade_of_shelters_with_minor_damage,regular,Regular Activity
repair_upgrade_of_shelters_with_minor_damage,cholera_response,Cholera Response
repair_upgrade_of_shelters_with_severe_damage,drought_response,Drought Response
repair_upgrade_of_shelters_with_severe_damage,regular,Regular Activity
repair_upgrade_of_shelters_with_severe_damage,cholera_response,Cholera Response
extension_of_existing_shelters,regular,Regular Activity
extension_of_existing_shelters,response_covid19,COVID-19 Response
extension_of_existing_shelters,cholera_response,Cholera Response
extension_of_existing_shelters,drought_response,Drought Response
transitional_shelter_construction_1_room,response_covid19,COVID-19 Response
transitional_shelter_construction_1_room,cholera_response,Cholera Response
transitional_shelter_construction_1_room,drought_response,Drought Response
transitional_shelter_construction_2_room,cholera_response,Cholera Response
transitional_shelter_construction_2_room,drought_response,Drought Response
transitional_shelter_construction_2_room,response_covid19,COVID-19 Response
permanent_shelter_construction_1_room,drought_response,Drought Response
permanent_shelter_construction_1_room,response_covid19,COVID-19 Response
permanent_shelter_construction_2_room,response_covid19,COVID-19 Response
permanent_shelter_construction_1_room,cholera_response,Cholera Response
permanent_shelter_construction_2_room,drought_response,Drought Response
permanent_shelter_construction_2_room,cholera_response,Cholera Response
winterization_heating_and_fuel_assistance,regular,Regular Activity
winterization_heating_and_fuel_assistance,response_covid19,COVID-19 Response
winterization_heating_and_fuel_assistance,drought_response,Drought Response
winterization_heating_and_fuel_assistance,cholera_response,Cholera Response
winter_clothing_package,regular,Regular Activity
winter_clothing_package,response_covid19,COVID-19 Response
winter_clothing_package,cholera_response,Cholera Response
blanket_package,regular,Regular Activity
winter_clothing_package,drought_response,Drought Response
blanket_package,drought_response,Drought Response
blanket_package,cholera_response,Cholera Response
training_awareness_drr,response_covid19,COVID-19 Response
blanket_package,response_covid19,COVID-19 Response
training_on_upgrading_repairs_of_shelters,regular,Regular Activity
training_awareness_drr,drought_response,Drought Response
training_on_upgrading_repairs_of_shelters,drought_response,Drought Response
training_on_upgrading_repairs_of_shelters,response_covid19,COVID-19 Response
training_awareness_drr,cholera_response,Cholera Response
training_on_construction_of_transitional_shelters,regular,Regular Activity
training_on_construction_of_transitional_shelters,drought_response,Drought Response
training_on_construction_of_transitional_shelters,response_covid19,COVID-19 Response
training_on_construction_of_permanent_shelters,response_covid19,COVID-19 Response
training_on_upgrading_repairs_of_shelters,cholera_response,Cholera Response
training_on_construction_of_permanent_shelters,drought_response,Drought Response
training_on_construction_of_permanent_shelters,regular,Regular Activity
training_on_construction_of_transitional_shelters,cholera_response,Cholera Response
psychosocial_and_mental_health_support,provision_of_structured_pss_for_girls_and_boys_at_child_friendly_spaces_cfs,Provision of structured PSS for girls and boys at Child Friendly Spaces (CFS)
